champion_name,tier,win_ratio,ban_ratio,pick_ratio,annie,olaf,galio,twistedfate,xinzhao,urgot,leblanc,vladimir,fiddlesticks,kayle,masteryi,alistar,ryze,sion,sivir,soraka,teemo,tristana,warwick,nunu,missfortune,ashe,tryndamere,jax,morgana,zilean,singed,evelynn,twitch,karthus,chogath,amumu,rammus,anivia,shaco,drmundo,sona,kassadin,irelia,janna,gangplank,corki,karma,taric,veigar,trundle,swain,caitlyn,blitzcrank,malphite,katarina,nocturne,maokai,renekton,jarvaniv,elise,orianna,monkeyking,brand,leesin,vayne,rumble,cassiopeia,skarner,heimerdinger,nasus,nidalee,udyr,poppy,gragas,pantheon,ezreal,mordekaiser,yorick,akali,kennen,garen,leona,malzahar,talon,riven,kogmaw,shen,lux,xerath,shyvana,ahri,graves,fizz,volibear,rengar,varus,nautilus,viktor,sejuani,fiora,ziggs,lulu,draven,hecarim,khazix,darius,jayce,lissandra,diana,quinn,syndra,aurelionsol,kayn,zoe,zyra,kaisa,seraphine,gnar,zac,yasuo,velkoz,taliyah,akshan,camille,braum,jhin,kindred,jinx,tahmkench,viego,senna,lucian,zed,kled,ekko,qiyana,vi,aatrox,nami,azir,yuumi,samira,thresh,illaoi,ksante,ivern,kalista,bard,rakan,xayah,ornn,sylas,rell,neeko,aphelios,pyke,sett,vex,yone,gwen,lillia,hwei,briar,naafiri,milio,nilah,belveth,renata,zeri
malzahar,OP Tier,0.5149,0.0693,0.051100000000000007,56.16,-1.0,47.45,47.83,-1.0,-1.0,57.11,55.63,-1.0,53.33,-1.0,-1.0,61.36,-1.0,-1.0,-1.0,-1.0,50.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,48.52,-1.0,-1.0,-1.0,53.05,48.31,-1.0,-1.0,48.28,-1.0,-1.0,53.52,-1.0,45.56,-1.0,-1.0,-1.0,51.05,-1.0,-1.0,-1.0,-1.0,-1.0,48.71,-1.0,51.25,-1.0,-1.0,58.14,40.63,-1.0,50.0,-1.0,-1.0,-1.0,-1.0,-1.0,45.45,-1.0,-1.0,-1.0,54.58,49.02,-1.0,-1.0,-1.0,49.88,-1.0,-1.0,-1.0,49.04,49.28,-1.0,50.79,-1.0,47.31,-1.0,-1.0,-1.0,-1.0,49.07,-1.0,-1.0,50.82,-1.0,-1.0,-1.0,-1.0,-1.0,54.55,51.96,45.26,-1.0,50.1,46.42,-1.0,57.14,-1.0,-1.0,-1.0,-1.0,-1.0,53.63,46.53,44.96,52.56,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,53.25,-1.0,48.16,49.74,-1.0,-1.0,-1.0,49.03,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,52.45,-1.0,50.77,-1.0,-1.0,-1.0,48.92,49.93,-1.0,-1.0,55.57,-1.0,47.37,-1.0,-1.0,-1.0,-1.0,-1.0
talon,4 Tier,0.49090000000000006,0.013600000000000001,0.032799999999999996,60.94,-1.0,58.04,47.94,-1.0,-1.0,50.51,56.15,-1.0,-1.0,-1.0,-1.0,53.62,-1.0,-1.0,-1.0,-1.0,47.62,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,48.62,-1.0,-1.0,-1.0,55.26,46.0,-1.0,-1.0,50.45,-1.0,-1.0,48.54,-1.0,41.54,-1.0,-1.0,45.39,53.12,-1.0,-1.0,-1.0,-1.0,-1.0,50.0,-1.0,40.85,-1.0,-1.0,48.28,46.36,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,45.38,-1.0,-1.0,-1.0,50.55,44.64,-1.0,-1.0,47.38,-1.0,-1.0,-1.0,-1.0,50.37,46.01,-1.0,51.85,-1.0,49.66,-1.0,-1.0,-1.0,-1.0,44.79,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,45.06,44.89,35.56,-1.0,51.09,60.0,-1.0,42.86,-1.0,-1.0,-1.0,-1.0,-1.0,49.39,48.31,-1.0,47.86,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,49.03,-1.0,51.57,46.37,-1.0,-1.0,-1.0,49.25,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,50.58,-1.0,51.4,-1.0,-1.0,-1.0,47.58,50.41,-1.0,-1.0,50.26,-1.0,45.83,-1.0,-1.0,-1.0,-1.0,-1.0
lux,OP Tier,0.5173,0.0326,0.0466,52.36,-1.0,51.32,50.79,-1.0,-1.0,56.52,48.15,-1.0,47.22,-1.0,-1.0,53.57,-1.0,-1.0,-1.0,-1.0,58.62,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,53.28,-1.0,-1.0,-1.0,51.31,49.08,-1.0,-1.0,46.43,-1.0,-1.0,56.89,-1.0,45.95,-1.0,-1.0,50.0,51.62,-1.0,-1.0,-1.0,-1.0,-1.0,53.11,-1.0,53.85,-1.0,-1.0,58.82,40.09,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,47.14,54.39,-1.0,-1.0,-1.0,54.01,47.56,-1.0,-1.0,51.11,52.4,-1.0,-1.0,-1.0,-1.0,48.75,-1.0,53.85,-1.0,46.1,-1.0,-1.0,-1.0,-1.0,55.05,-1.0,-1.0,54.55,-1.0,-1.0,-1.0,-1.0,-1.0,50.59,45.48,50.27,-1.0,50.06,52.81,-1.0,69.7,-1.0,-1.0,-1.0,-1.0,-1.0,49.97,42.8,57.5,44.66,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,53.34,-1.0,52.35,48.37,-1.0,-1.0,-1.0,58.62,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,49.25,-1.0,56.82,-1.0,-1.0,-1.0,53.81,51.93,-1.0,-1.0,57.27,-1.0,39.29,-1.0,-1.0,-1.0,-1.0,-1.0
xerath,2 Tier,0.522,0.0444,0.0313,54.71,-1.0,47.9,50.61,-1.0,-1.0,54.65,49.07,-1.0,46.67,-1.0,-1.0,55.17,-1.0,-1.0,-1.0,-1.0,58.87,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,52.96,-1.0,-1.0,-1.0,50.0,45.52,-1.0,-1.0,53.0,-1.0,-1.0,58.64,-1.0,43.59,-1.0,-1.0,39.68,47.72,-1.0,-1.0,-1.0,-1.0,-1.0,55.79,-1.0,49.22,-1.0,-1.0,-1.0,48.78,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,67.35,-1.0,-1.0,-1.0,50.0,53.33,-1.0,-1.0,48.88,53.0,-1.0,-1.0,-1.0,52.6,-1.0,-1.0,56.69,-1.0,42.22,-1.0,-1.0,-1.0,-1.0,59.04,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,53.33,59.02,49.58,-1.0,53.06,40.0,-1.0,54.89,-1.0,-1.0,-1.0,-1.0,-1.0,52.86,54.15,-1.0,48.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,54.71,-1.0,49.68,43.66,-1.0,-1.0,-1.0,50.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,45.91,-1.0,50.29,-1.0,-1.0,-1.0,56.97,51.79,-1.0,-1.0,59.16,-1.0,40.38,-1.0,-1.0,-1.0,-1.0,-1.0
ahri,3 Tier,0.49119999999999997,0.019299999999999998,0.054299999999999994,46.97,-1.0,51.12,46.3,-1.0,-1.0,53.16,46.89,-1.0,43.75,-1.0,-1.0,49.57,-1.0,-1.0,-1.0,-1.0,47.87,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,45.4,-1.0,-1.0,-1.0,51.21,49.25,-1.0,35.19,58.65,-1.0,-1.0,48.78,-1.0,48.57,-1.0,-1.0,49.18,46.07,-1.0,-1.0,-1.0,-1.0,-1.0,49.94,-1.0,-1.0,-1.0,-1.0,50.0,56.1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,54.39,56.35,-1.0,-1.0,-1.0,49.44,42.19,-1.0,-1.0,50.41,46.31,-1.0,-1.0,-1.0,45.79,42.73,-1.0,-1.0,-1.0,45.3,-1.0,-1.0,-1.0,-1.0,48.02,-1.0,-1.0,39.39,-1.0,-1.0,-1.0,-1.0,-1.0,51.02,51.97,48.22,-1.0,47.73,-1.0,-1.0,52.31,-1.0,-1.0,-1.0,-1.0,-1.0,47.72,47.37,-1.0,44.24,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,49.24,-1.0,48.37,49.06,-1.0,-1.0,-1.0,53.89,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,48.9,-1.0,48.0,-1.0,-1.0,-1.0,48.09,50.22,-1.0,-1.0,54.41,-1.0,43.52,-1.0,-1.0,-1.0,-1.0,-1.0
fizz,OP Tier,0.5357,0.3608,0.11470000000000001,50.62,-1.0,51.05,54.91,-1.0,-1.0,55.9,49.28,-1.0,-1.0,-1.0,-1.0,52.5,-1.0,-1.0,-1.0,-1.0,49.44,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,52.03,-1.0,-1.0,-1.0,51.75,50.3,-1.0,-1.0,56.97,-1.0,-1.0,55.06,-1.0,50.51,-1.0,-1.0,55.06,55.21,-1.0,-1.0,-1.0,-1.0,-1.0,52.98,-1.0,57.14,-1.0,-1.0,44.61,60.16,-1.0,53.2,-1.0,-1.0,-1.0,-1.0,49.45,49.12,-1.0,-1.0,-1.0,52.01,51.57,-1.0,-1.0,52.75,51.27,-1.0,-1.0,-1.0,54.22,56.54,-1.0,54.98,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,52.07,-1.0,-1.0,56.25,-1.0,-1.0,-1.0,-1.0,-1.0,54.7,49.42,48.94,-1.0,58.46,59.22,-1.0,54.4,-1.0,-1.0,-1.0,-1.0,-1.0,52.16,54.4,48.51,53.17,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,56.31,-1.0,52.72,54.63,-1.0,-1.0,-1.0,49.97,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,50.52,-1.0,52.46,-1.0,-1.0,-1.0,53.86,52.62,-1.0,-1.0,60.96,-1.0,51.71,-1.0,-1.0,-1.0,-1.0,-1.0
viktor,2 Tier,0.5143,0.0097,0.0279,59.74,-1.0,-1.0,45.89,-1.0,-1.0,54.78,49.42,-1.0,-1.0,-1.0,-1.0,48.37,-1.0,-1.0,-1.0,-1.0,58.14,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,50.51,-1.0,-1.0,-1.0,53.56,54.35,-1.0,50.0,53.8,-1.0,-1.0,50.59,-1.0,53.93,-1.0,-1.0,-1.0,52.31,-1.0,-1.0,-1.0,-1.0,-1.0,54.46,-1.0,53.66,-1.0,-1.0,63.41,53.19,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,70.0,-1.0,-1.0,-1.0,47.61,-1.0,-1.0,-1.0,50.74,59.66,-1.0,-1.0,-1.0,52.41,43.03,-1.0,52.49,-1.0,48.25,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,55.0,58.52,46.84,-1.0,52.13,-1.0,-1.0,47.93,-1.0,-1.0,-1.0,-1.0,-1.0,50.19,-1.0,-1.0,57.78,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,46.83,-1.0,46.32,51.72,-1.0,-1.0,-1.0,50.82,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,46.64,-1.0,51.12,-1.0,-1.0,-1.0,51.81,51.19,-1.0,-1.0,55.58,-1.0,50.0,-1.0,-1.0,-1.0,-1.0,-1.0
ziggs,5 Tier,0.48310000000000003,0.002,0.0077,-1.0,-1.0,46.0,43.33,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,41.67,-1.0,-1.0,-1.0,-1.0,-1.0,49.19,-1.0,-1.0,-1.0,-1.0,-1.0,41.89,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,49.82,-1.0,-1.0,-1.0,54.74,-1.0,-1.0,-1.0,-1.0,46.0,47.13,-1.0,43.86,-1.0,42.07,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,53.49,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,43.75,52.94,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,61.73,-1.0,66.67,-1.0,-1.0,-1.0,-1.0,44.26,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,45.83,-1.0,-1.0,-1.0,-1.0,-1.0,50.63,44.27,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
jayce,5 Tier,0.48700000000000004,0.005699999999999999,0.0147,-1.0,-1.0,-1.0,50.31,-1.0,-1.0,50.0,46.7,-1.0,-1.0,-1.0,-1.0,61.76,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,52.27,-1.0,-1.0,-1.0,37.68,51.64,-1.0,-1.0,45.05,-1.0,-1.0,45.76,-1.0,55.88,-1.0,-1.0,-1.0,52.85,-1.0,-1.0,-1.0,-1.0,-1.0,53.85,-1.0,47.54,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,56.76,-1.0,-1.0,-1.0,49.44,-1.0,-1.0,-1.0,-1.0,57.78,-1.0,-1.0,-1.0,45.87,45.56,-1.0,46.06,-1.0,42.54,-1.0,-1.0,-1.0,-1.0,43.4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,42.55,-1.0,-1.0,48.19,44.44,-1.0,48.05,-1.0,-1.0,-1.0,-1.0,-1.0,48.62,21.43,-1.0,41.07,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,52.6,-1.0,44.94,42.67,-1.0,-1.0,-1.0,54.95,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,46.94,-1.0,47.69,-1.0,-1.0,-1.0,40.94,50.62,-1.0,-1.0,50.18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
lissandra,3 Tier,0.505,0.0124,0.0296,-1.0,-1.0,70.59,47.27,-1.0,-1.0,54.1,49.83,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,50.82,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,41.88,-1.0,-1.0,-1.0,51.56,53.08,-1.0,52.94,45.38,-1.0,-1.0,51.41,-1.0,42.86,-1.0,-1.0,51.61,52.78,-1.0,-1.0,-1.0,-1.0,-1.0,53.77,-1.0,-1.0,-1.0,-1.0,39.22,40.38,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,48.98,-1.0,-1.0,-1.0,53.32,-1.0,-1.0,-1.0,45.98,55.12,-1.0,-1.0,-1.0,50.72,51.88,-1.0,55.67,-1.0,49.37,-1.0,-1.0,-1.0,-1.0,38.46,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,62.26,-1.0,46.15,-1.0,51.34,45.45,-1.0,54.09,-1.0,-1.0,-1.0,-1.0,-1.0,53.4,46.39,-1.0,46.77,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,52.2,-1.0,51.93,56.9,-1.0,-1.0,-1.0,44.92,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,49.45,-1.0,45.57,-1.0,-1.0,-1.0,53.41,51.56,-1.0,-1.0,55.23,-1.0,62.11,-1.0,-1.0,-1.0,-1.0,-1.0
diana,OP Tier,0.5285,0.011399999999999999,0.035,53.03,-1.0,55.11,53.59,-1.0,-1.0,58.46,47.02,-1.0,-1.0,-1.0,-1.0,61.29,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,46.77,-1.0,-1.0,-1.0,50.99,43.82,-1.0,-1.0,56.84,-1.0,-1.0,51.78,-1.0,48.25,-1.0,-1.0,52.43,57.62,-1.0,-1.0,-1.0,-1.0,-1.0,57.43,-1.0,60.0,-1.0,-1.0,48.05,48.37,-1.0,62.16,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,50.56,43.75,-1.0,-1.0,54.06,63.04,-1.0,-1.0,-1.0,51.88,51.65,-1.0,52.76,-1.0,50.56,-1.0,-1.0,-1.0,-1.0,52.55,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,50.54,-1.0,-1.0,-1.0,55.3,53.06,-1.0,54.14,-1.0,-1.0,-1.0,-1.0,-1.0,50.81,48.07,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,56.84,-1.0,51.67,56.04,-1.0,-1.0,-1.0,51.74,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,51.81,-1.0,47.95,-1.0,-1.0,-1.0,52.45,51.01,-1.0,-1.0,58.04,-1.0,60.0,-1.0,-1.0,-1.0,-1.0,-1.0
syndra,3 Tier,0.4904,0.046900000000000004,0.054000000000000006,51.61,-1.0,48.01,49.77,-1.0,-1.0,51.21,48.34,-1.0,51.61,-1.0,-1.0,56.34,-1.0,-1.0,-1.0,-1.0,50.62,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,45.86,-1.0,-1.0,-1.0,51.81,43.89,-1.0,-1.0,54.17,-1.0,-1.0,52.81,-1.0,-1.0,-1.0,-1.0,41.51,46.56,-1.0,-1.0,-1.0,-1.0,-1.0,53.3,-1.0,52.05,-1.0,-1.0,48.75,55.17,-1.0,58.49,-1.0,-1.0,-1.0,-1.0,-1.0,46.45,-1.0,-1.0,-1.0,48.66,54.05,-1.0,-1.0,49.74,51.17,-1.0,-1.0,-1.0,47.53,46.49,-1.0,52.88,-1.0,41.81,-1.0,-1.0,-1.0,-1.0,47.44,-1.0,-1.0,48.72,-1.0,-1.0,-1.0,-1.0,-1.0,49.0,49.21,44.01,-1.0,-1.0,48.81,-1.0,53.57,-1.0,-1.0,-1.0,-1.0,-1.0,48.83,43.37,-1.0,50.22,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,48.57,-1.0,43.99,70.42,-1.0,-1.0,-1.0,53.86,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,46.01,-1.0,50.52,-1.0,-1.0,-1.0,50.25,50.41,-1.0,-1.0,53.06,-1.0,42.35,-1.0,-1.0,-1.0,-1.0,-1.0
aurelionsol,3 Tier,0.5115,0.0074,0.0179,42.98,-1.0,48.92,57.21,-1.0,-1.0,57.54,50.7,-1.0,41.94,-1.0,-1.0,51.22,-1.0,-1.0,-1.0,-1.0,57.14,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,42.42,-1.0,-1.0,-1.0,50.0,56.67,-1.0,-1.0,-1.0,-1.0,-1.0,48.84,-1.0,-1.0,-1.0,-1.0,-1.0,44.62,-1.0,-1.0,-1.0,-1.0,-1.0,48.84,-1.0,45.83,-1.0,-1.0,-1.0,44.9,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,62.96,-1.0,-1.0,-1.0,48.72,-1.0,-1.0,-1.0,55.76,-1.0,-1.0,-1.0,-1.0,-1.0,47.29,-1.0,-1.0,-1.0,39.56,-1.0,-1.0,-1.0,-1.0,49.4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,52.63,54.84,51.8,-1.0,52.17,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,56.39,54.55,38.46,54.17,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,48.42,-1.0,47.89,40.0,-1.0,-1.0,-1.0,61.76,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,46.53,-1.0,46.15,-1.0,-1.0,-1.0,48.65,46.15,-1.0,-1.0,55.26,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
zoe,5 Tier,0.47259999999999996,0.0070999999999999995,0.0174,-1.0,-1.0,48.72,50.0,-1.0,-1.0,53.68,51.27,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,54.76,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,38.04,46.49,-1.0,-1.0,43.96,-1.0,-1.0,45.05,-1.0,-1.0,-1.0,-1.0,45.16,39.67,-1.0,-1.0,-1.0,-1.0,-1.0,52.16,-1.0,-1.0,-1.0,-1.0,-1.0,28.89,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,41.3,-1.0,-1.0,-1.0,48.84,-1.0,-1.0,-1.0,-1.0,61.11,-1.0,-1.0,-1.0,42.56,46.85,-1.0,47.55,-1.0,46.02,-1.0,-1.0,-1.0,-1.0,54.93,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,42.68,-1.0,46.05,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,46.98,-1.0,-1.0,39.76,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,51.41,-1.0,45.77,38.3,-1.0,-1.0,-1.0,43.09,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,49.88,-1.0,50.68,-1.0,-1.0,-1.0,41.84,47.87,-1.0,-1.0,53.13,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
yasuo,OP Tier,0.5004,0.1422,0.09939999999999999,47.46,-1.0,46.52,52.42,-1.0,-1.0,55.46,48.73,-1.0,40.59,-1.0,-1.0,54.62,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,43.91,-1.0,-1.0,-1.0,53.33,53.45,-1.0,44.95,51.6,-1.0,-1.0,46.54,-1.0,44.23,-1.0,-1.0,41.06,51.63,-1.0,-1.0,-1.0,-1.0,-1.0,52.2,-1.0,50.49,-1.0,-1.0,-1.0,51.74,-1.0,53.85,-1.0,-1.0,-1.0,-1.0,41.38,50.73,-1.0,-1.0,-1.0,48.91,42.04,-1.0,-1.0,46.18,51.76,-1.0,-1.0,-1.0,49.77,47.35,-1.0,51.96,-1.0,47.94,-1.0,-1.0,-1.0,-1.0,47.85,-1.0,-1.0,56.57,-1.0,-1.0,-1.0,-1.0,-1.0,51.49,46.37,50.56,-1.0,51.29,43.19,-1.0,54.06,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,47.04,43.1,56.63,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,51.41,-1.0,48.44,52.66,-1.0,-1.0,-1.0,46.52,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,52.17,-1.0,48.33,-1.0,-1.0,-1.0,47.93,48.16,-1.0,-1.0,54.2,-1.0,51.76,-1.0,-1.0,-1.0,-1.0,-1.0
velkoz,4 Tier,0.512,0.0017000000000000001,0.010700000000000001,-1.0,-1.0,54.26,52.31,-1.0,-1.0,51.08,53.59,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,53.06,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,54.55,-1.0,-1.0,54.04,-1.0,56.76,-1.0,-1.0,-1.0,48.87,-1.0,-1.0,-1.0,-1.0,-1.0,50.75,-1.0,-1.0,-1.0,-1.0,-1.0,43.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,50.0,-1.0,-1.0,-1.0,53.33,55.06,-1.0,-1.0,-1.0,56.8,46.41,-1.0,54.55,-1.0,44.24,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,47.37,-1.0,-1.0,-1.0,-1.0,-1.0,74.42,55.88,53.64,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,54.57,-1.0,-1.0,45.76,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,54.75,-1.0,44.64,57.89,-1.0,-1.0,-1.0,53.73,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,54.24,-1.0,-1.0,-1.0,59.88,47.83,-1.0,-1.0,56.19,-1.0,38.71,-1.0,-1.0,-1.0,-1.0,-1.0
