player,champion,mastery,total_games_played,win_rate,kda_ratio,average_gold_per_minute,average_cs_per_minute
"Player(name='Losing%20Lane%20OTP', tag='EUNE')",ezreal,82229,1,0.0,0.25,270.8,5.9
"Player(name='BoskiAlwaro', tag='EUNE')",xerath,67579,7,0.5710000000000001,3.5227,318.6,1.3
"Player(name='aIternatywka', tag='EUNE')",tahmkench,79123,6,0.667,4.2857,438.9,6.7
"Player(name='KOSHER%20J%D0%ADWK%CE%AFLLER', tag='SIGMA')",trundle,4189,5,0.8,3.2,474.6,7.7
"Player(name='Laceration', tag='fcsb')",irelia,881,1,1.0,4.0,485.3,9.4
"Player(name='HollowS', tag='EUNE')",lux,51269,4,1.0,5.2,421.0,5.4
"Player(name='Dejvid', tag='5734')",morgana,215559,5,0.8,8.2,313.3,1.1
"Player(name='tziminson%20', tag='EUNE')",sion,2962,5,0.4,2.5312,420.2,6.6
"Player(name='klinika44', tag='EUNE')",belveth,332545,10,0.5,2.5172,401.8,5.8
"Player(name='czacha%20miazga', tag='EUNE')",corki,117628,13,0.615,2.2338,460.7,6.7
"Player(name='Mauros', tag='8272')",lucian,83091,11,0.545,3.6364,425.5,6.9
"Player(name='GALIN', tag='MUSIC')",pyke,130773,7,0.0,1.5287,332.0,1.0
"Player(name='Z4LEWA', tag='EUNE')",teemo,23362,1,1.0,3.0,482.9,5.9
"Player(name='kimepking', tag='EUNE')",brand,15142,2,1.0,4.7778,425.4,6.2
"Player(name='Yeter', tag='EUNE')",yone,66382,11,0.727,1.6914,423.6,6.1
"Player(name='0Naimaden0', tag='EUNE')",caitlyn,130488,11,0.545,1.5909,373.5,5.5
"Player(name='Letsjaks', tag='EUNE')",maokai,28829,14,0.5710000000000001,2.2958,317.1,1.0
"Player(name='tziminson%20', tag='EUNE')",sion,2962,5,0.4,2.5312,420.2,6.6
"Player(name='Hrco', tag='3784')",jarvaniv,24153,1,1.0,4.5,445.6,6.7
"Player(name='Pavinho', tag='EUNE')",fizz,213361,1,1.0,3.2,379.6,6.2
"Player(name='JINXX%20LOVES%20ME', tag='EUNE')",jinx,995475,34,0.588,2.0556,415.6,6.8
"Player(name='Catahrist', tag='Queen')",ahri,301793,98,0.5,4.4444,319.0,1.8
"Player(name='CroPro87', tag='1987')",kayle,44099,4,0.75,1.1327,456.5,8.2
"Player(name='AZ%20Rikodog', tag='EUNE')",xinzhao,64202,1,0.0,1.5,366.1,6.0
"Player(name='I%20%20SunGodNika%20%20I', tag='EUNE')",swain,60684,27,0.815,4.8182,382.4,4.8
"Player(name='razdacist', tag='EUNE')",ezreal,9497,12,0.75,5.3256,582.6,7.3
"Player(name='KHOZAMI%20V9', tag='khoz')",thresh,451227,12,0.33299999999999996,2.2892,299.4,1.3
"Player(name='tziminson%20', tag='EUNE')",sion,2962,5,0.4,2.5312,420.2,6.6
"Player(name='Heix', tag='EUNE')",vi,350360,17,0.647,2.8571,494.6,6.9
"Player(name='Kwstakhs%20Loco', tag='EUNE')",kassadin,6372,1,1.0,2.1429,445.4,6.7
"Player(name='Cody555', tag='EUNE')",senna,68828,28,0.679,3.2879,435.4,5.6
"Player(name='wyglint', tag='EUNE')",alistar,26553,1,1.0,3.5,277.4,1.3
"Player(name='EMD8989', tag='EUNE')",drmundo,45984,38,0.605,1.7794,444.7,7.0
"Player(name='xDanyero', tag='EUNE')",leesin,77591,4,0.25,2.5735,406.6,4.8
"Player(name='otp%20janna', tag='essa')",yone,29215,3,0.33299999999999996,2.1857,484.2,7.4
"Player(name='God%C5%BCilla', tag='GYPSY')",tristana,373589,2,0.0,1.5,376.7,6.1
"Player(name='FutureDiamPlayer', tag='DIAM')",bard,36684,2,0.0,3.0909,304.3,0.8
"Player(name='tziminson%20', tag='EUNE')",sion,2962,5,0.4,2.5312,420.2,6.6
"Player(name='kamyk', tag='0091')",zed,209371,5,0.8,2.4103,397.7,4.9
"Player(name='Chifor', tag='EUNE')",veigar,152812,1,0.0,0.9091,456.8,6.2
"Player(name='EssaMidlane', tag='EUNE')",jinx,115498,24,0.583,2.6029,458.0,7.5
"Player(name='Yakomaru', tag='EUNE')",thresh,388957,24,0.667,2.5366,321.6,1.2
"Player(name='meinen%20draven', tag='EUNE')",riven,125212,86,0.581,2.1143,474.0,6.7
"Player(name='Lucifer2', tag='V12')",wukong,42289,4,0.25,1.84,402.7,5.0
"Player(name='10YearsOfLOL', tag='10YRS')",fizz,61707,3,0.667,2.7736,394.8,4.9
"Player(name='Piovacari', tag='EUNE')",varus,83191,2,0.5,3.4167,449.1,5.6
"Player(name='Nidokkinng', tag='EUNE')",lux,1021,1,1.0,3.0,356.0,1.7
"Player(name='tziminson%20', tag='EUNE')",sion,2962,5,0.4,2.5312,420.2,6.6
"Player(name='10YearsOfLOL', tag='10YRS')",nocturne,21314,2,0.5,2.5625,403.8,5.3
"Player(name='Billak%C3%B8Ss', tag='EUNE')",yasuo,502229,32,0.531,2.5312,448.5,6.9
"Player(name='StarGuardianJ%C3%AEnx', tag='EUNE')",jinx,1322220,19,0.474,2.6769,471.0,7.1
"Player(name='Sharinqan', tag='EUNE')",lux,87747,2,0.0,1.8636,392.7,4.1
"Player(name='010%20BUTDIFFERENT', tag='EUNE')",olaf,13760,1,1.0,4.4,520.5,7.3
"Player(name='jodzaa', tag='1312')",kayn,597095,7,0.429,2.0396,463.6,6.2
"Player(name='Kenellar', tag='EUNE')",katarina,3132,3,1.0,3.6508,517.6,6.1
"Player(name='ReApEr0168', tag='EUNE')",jhin,216432,22,0.545,3.0758,468.8,6.9
"Player(name='Dareke', tag='EUNE')",senna,72293,10,0.6,3.3462,371.1,1.3
"Player(name='Tratin%C4%8Dica', tag='TRASH')",sion,33255,11,0.636,1.7571,452.1,7.7
"Player(name='Trolldle', tag='999')",rammus,237700,2,0.0,1.4444,323.8,4.4
"Player(name='SZEF%20EZ', tag='EUNE')",ahri,4859,1,0.0,1.8889,470.1,5.4
"Player(name='mewing%20Chrustek%E3%81%B7', tag='2137')",ashe,68390,6,0.667,2.7241,387.1,5.6
"Player(name='Piynqk', tag='EUNE')",lulu,10294,6,0.833,4.2368,294.7,1.1
"Player(name='tziminson%20', tag='EUNE')",jax,374582,17,0.47100000000000003,1.8182,398.9,6.7
"Player(name='DrobiowyKabanos', tag='EUNE')",ekko,8540,1,1.0,3.5,413.6,6.0
"Player(name='TOPBOY', tag='2510')",cassiopeia,572686,33,0.636,2.0805,423.6,6.1
"Player(name='I%20Was%20Hiding', tag='rat11')",twitch,77594,86,0.57,2.25,438.3,5.2
"Player(name='Cocaine%20Panda', tag='5373')",senna,9625,11,0.545,2.871,340.0,1.5
"Player(name='Bohem', tag='B2828')",gwen,11202,5,0.2,1.4857,432.4,7.3
"Player(name='Lavalurker', tag='EUNE')",ekko,54761,72,0.556,2.5135,484.5,6.5
"Player(name='NonStop3', tag='STOP')",malphite,80323,61,0.525,2.2,391.9,4.9
"Player(name='The%20Azman', tag='YUMM')",twitch,460504,4,0.5,4.3333,427.4,6.1
"Player(name='respawnn', tag='EUNE')",lulu,75418,2,0.5,2.4545,268.6,1.0
"Player(name='tziminson%20', tag='EUNE')",jax,374582,17,0.47100000000000003,1.8182,398.9,6.7
"Player(name='Krvav%C3%A1%20Vlo%C5%BEka', tag='EUNE')",fiddlesticks,26989,6,0.5,2.8429,408.9,5.5
"Player(name='TOPBOY', tag='2510')",cassiopeia,572686,33,0.636,2.0805,423.6,6.1
"Player(name='Ttorditala', tag='EUNE')",nilah,63809,42,0.524,1.8313,528.0,7.2
"Player(name='Ciastek', tag='5558')",thresh,17605,1,1.0,5.3333,286.8,1.2
"Player(name='tziminson%20', tag='EUNE')",jax,374582,17,0.47100000000000003,1.8182,398.9,6.7
"Player(name='Lord%20Sebu%C5%9B', tag='EUNE')",sion,143028,4,0.75,5.72,408.1,6.5
"Player(name='Os%C4%B1', tag='EUNE')",hwei,29735,32,0.5,2.6491,407.8,6.3
"Player(name='Cuz%20Im%20Coconut', tag='EUNE')",missfortune,53147,4,0.75,3.6615,491.1,7.0
"Player(name='Mauros', tag='8272')",senna,22965,6,0.5,3.1818,353.6,3.0
"Player(name='1F%20Raju', tag='EUNE')",trundle,19816,4,0.75,2.1698,468.0,7.5
"Player(name='SZMITEL', tag='1702')",teemo,16831,3,0.33299999999999996,1.6418,360.1,4.8
"Player(name='FarmToDeath', tag='EUNE')",ekko,9205,2,0.5,3.1,456.5,6.9
"Player(name='snowball%20enjoyer', tag='EUNE')",jhin,641924,22,0.545,4.0444,459.5,6.9
"Player(name='Skvido', tag='EUNE')",blitzcrank,59948,13,0.6920000000000001,2.6552,303.8,1.0
"Player(name='tziminson%20', tag='EUNE')",illaoi,532019,19,0.579,2.5781,484.9,7.7
"Player(name='LOSERSQDOTCOM', tag='EUNE1')",leesin,175758,24,0.45799999999999996,3.76,422.3,5.6
"Player(name='ScrubNo0b', tag='EUNE')",talon,16925,9,0.444,2.1635,456.5,5.4
"Player(name='Mauros', tag='8272')",draven,21427,2,0.0,1.1,371.4,6.4
"Player(name='kochamciepiel', tag='kwipl')",milio,13272,21,0.47600000000000003,4.9459,276.6,0.8
"Player(name='Dezy', tag='EUNE')",volibear,4276,1,1.0,1.3333,374.2,5.5
"Player(name='Gangs%20Of%20League', tag='EUNE')",jax,44147,1,1.0,2.3333,363.9,6.1
"Player(name='R3R3', tag='1507')",leblanc,442363,48,0.604,3.2295,449.2,5.4
"Player(name='I%20am%20her%20Lady', tag='EUNE')",seraphine,13470,4,0.5,2.4286,375.8,6.2
"Player(name='Awengersi', tag='EUNE')",senna,108350,3,0.667,4.75,388.5,1.9
"Player(name='tziminson%20', tag='EUNE')",illaoi,532019,19,0.579,2.5781,484.9,7.7
"Player(name='HyperCarryMaj', tag='EUNE')",talon,5032,2,0.5,0.8636,404.4,6.4
"Player(name='srdceZledu', tag='2534')",twistedfate,27655,3,0.33299999999999996,3.1915,408.2,6.4
"Player(name='Mauros', tag='8272')",draven,21427,2,0.0,1.1,371.4,6.4
"Player(name='Pettka', tag='EUNE')",leona,71051,42,0.524,2.7143,301.6,1.3
"Player(name='Batronix', tag='EUNE')",jax,15828,16,0.688,2.2203,445.5,7.2
"Player(name='Makis%20Kotsabasis', tag='EUNE')",shaco,607419,9,0.556,5.6905,468.7,6.3
"Player(name='sNap0000', tag='EUNE')",aurelionsol,195843,3,0.667,3.7544,491.9,7.4
"Player(name='Welliko', tag='EUNE')",ezreal,60144,4,0.75,2.4286,354.4,6.6
"Player(name='Tripiakaltsa420', tag='EUNE')",bard,121191,4,0.75,2.6,303.4,0.8
"Player(name='Niinjasz', tag='EUNE')",garen,74201,5,0.2,2.4483,445.1,7.1
"Player(name='3KrN', tag='EUNE')",belveth,46533,69,0.522,3.0377,430.4,6.4
"Player(name='Stanley', tag='9999')",fizz,18937,2,0.5,1.9286,404.5,6.5
"Player(name='Nikosum', tag='EUNE')",draven,24125,1,1.0,1.3,413.2,6.3
"Player(name='Mucek', tag='AGH')",renata,58192,4,0.75,3.4603,313.7,0.9
"Player(name='tziminson%20', tag='EUNE')",jax,374582,17,0.47100000000000003,1.8182,398.9,6.7
"Player(name='CNightmare', tag='EUNE')",nocturne,277963,14,0.5,2.5904,474.9,6.6
"Player(name='Campari', tag='EUNE')",malzahar,1395946,3,0.33299999999999996,3.6866,439.2,6.9
"Player(name='Mauros', tag='8272')",jhin,55163,7,0.5710000000000001,6.6296,453.5,6.6
"Player(name='Confistis', tag='EUNE')",zyra,2477878,51,0.588,2.4143,342.8,2.3
"Player(name='Infectioner', tag='EUNE')",trundle,25174,3,0.667,2.9787,538.2,7.5
"Player(name='Hi%20im%20Z%CE%B1c%20%CE%B2%C3%BDe', tag='0841')",jax,36020,2,0.5,1.4667,360.8,5.9
"Player(name='Bestia%20Gierczaka', tag='EUNE')",syndra,149581,6,0.667,2.35,516.9,7.2
"Player(name='karmam8', tag='EUNE')",samira,25367,2,0.0,1.0909,391.3,5.6
"Player(name='DonPabloMarcobar', tag='EUNE')",blitzcrank,64331,17,0.588,2.9231,298.7,1.1
"Player(name='tziminson%20', tag='EUNE')",illaoi,532019,19,0.579,2.5781,484.9,7.7
"Player(name='SorryButNoSorry', tag='EUNE')",nunu,7532,3,0.667,3.1,347.8,5.6
"Player(name='Stink%C3%BF%20Rat', tag='EUNE')",sylas,9464,1,1.0,6.0,476.8,5.9
"Player(name='Mauros', tag='8272')",twitch,31133,7,0.5710000000000001,2.7907,387.7,6.3
"Player(name='N%C3%98MISTAKES', tag='EUNE')",janna,147251,5,0.6,6.2143,276.0,0.5
"Player(name='SzaQ', tag='777')",aatrox,24735,19,0.632,2.451,392.1,6.1
"Player(name='Dama%20%20x', tag='EUNE')",ekko,66944,1,1.0,1.4286,339.9,4.2
"Player(name='S3DANY', tag='EUNE')",lux,26346,6,1.0,3.9138,438.2,6.4
"Player(name='Vams', tag='4060')",draven,52671,3,0.667,4.1,523.6,7.4
"Player(name='Carrissa', tag='EUNE')",seraphine,690847,5,0.8,4.12,322.3,2.7
"Player(name='tziminson%20', tag='EUNE')",jax,374582,17,0.47100000000000003,1.8182,398.9,6.7
"Player(name='pokekacper26', tag='EUNE')",lillia,6996,3,0.33299999999999996,2.0159,420.3,6.5
"Player(name='AlucardNW', tag='EUNE')",zed,605528,36,0.6940000000000001,1.9765,413.8,5.5
"Player(name='Mauros', tag='8272')",kaisa,72686,5,0.6,2.5667,389.5,5.8
"Player(name='Kogchine%20Gun%20Maw', tag='EUNE')",xerath,43952,51,0.5489999999999999,4.0227,431.5,5.7
"Player(name='tziminson%20', tag='EUNE')",jax,374582,17,0.47100000000000003,1.8182,398.9,6.7
"Player(name='netko21', tag='EUNE')",hecarim,14855,12,0.5,2.9508,458.7,7.2
"Player(name='Si%20Patrone', tag='EUNE')",velkoz,18675,2,0.5,3.8571,433.1,6.9
"Player(name='Mauros', tag='8272')",jhin,55163,7,0.5710000000000001,6.6296,453.5,6.6
"Player(name='Caranesir', tag='EUNE')",taric,148131,22,0.545,2.803,313.3,1.7
"Player(name='3mkhaddad', tag='EUNE')",shen,6501,1,0.0,0.5,256.6,4.3
"Player(name='theinsured', tag='EUNE')",rumble,55962,1,0.0,0.6667,292.4,5.7
"Player(name='JaxParrow', tag='EUNE')",syndra,93855,6,0.5,1.6164,412.9,6.4
"Player(name='C9%20EpicSkillshot', tag='EUNE')",caitlyn,4440,1,0.0,0.2,314.7,8.0
"Player(name='HuBee', tag='EUNE')",soraka,12951,1,0.0,0.8,232.6,0.8
"Player(name='tziminson%20', tag='EUNE')",illaoi,532019,19,0.579,2.5781,484.9,7.7
"Player(name='Lord%20of%20Woe', tag='EUNE')",masteryi,1175740,12,0.667,3.0455,449.0,6.5
"Player(name='pomost1', tag='EUNE')",fizz,33768,23,0.609,1.7283,477.2,6.1
"Player(name='Mauros', tag='8272')",twitch,31133,7,0.5710000000000001,2.7907,387.7,6.3
"Player(name='TNG%20Atl%C3%A1s', tag='EUNE')",nautilus,61839,5,0.4,2.5789,290.7,1.1
"Player(name='ForgiveTheArrrow', tag='VAR')",jax,64255,2,0.5,0.7727,345.1,5.2
"Player(name='Grinnch', tag='laur')",amumu,12690,1,0.0,1.6364,417.0,6.6
"Player(name='L0TAN', tag='EUNE')",talon,36395,2,0.5,1.0,368.0,4.0
"Player(name='Iamsevis', tag='4155')",missfortune,291286,10,0.6,3.1923,461.3,6.8
"Player(name='Blade', tag='244')",rell,40290,25,0.44,4.1304,300.6,1.3
"Player(name='tziminson%20', tag='EUNE')",jax,374582,17,0.47100000000000003,1.8182,398.9,6.7
"Player(name='Lesniczy%20Mazon', tag='JGDIF')",masteryi,492417,39,0.564,2.8475,443.4,6.1
"Player(name='Hide%20In%20Goszcz', tag='EUNE')",akali,412452,40,0.625,2.5949,441.0,5.3
"Player(name='Mauros', tag='8272')",twitch,31133,7,0.5710000000000001,2.7907,387.7,6.3
"Player(name='HellHammer79', tag='EUNE')",nautilus,14519,9,0.778,2.8788,318.4,1.4
"Player(name='kulfonowski', tag='EUNE')",malphite,14055,1,0.0,1.8333,347.5,5.7
"Player(name='B1TSU', tag='EUNE')",ekko,12852,9,0.556,1.8022,413.6,5.6
"Player(name='szerr%C3%A1no', tag='EUNE')",aatrox,20057,3,1.0,2.575,482.3,7.3
"Player(name='Azuer', tag='En1')",hecarim,87304,4,0.5,2.0918,436.2,6.6
"Player(name='m3nt4ldis0rd3r', tag='ky2s')",ahri,78746,15,0.8,3.3469,404.4,5.7
"Player(name='137137137', tag='EUNE')",ashe,13586,2,0.5,2.3,385.5,6.0
"Player(name='Yami%20Sukeh%C5%82ro', tag='EUNE')",senna,21773,3,0.667,1.5873,335.1,2.5
"Player(name='tziminson%20', tag='EUNE')",jax,374582,17,0.47100000000000003,1.8182,398.9,6.7
"Player(name='Axson', tag='EUNE')",rengar,365247,49,0.633,2.6094,459.7,6.1
"Player(name='MartinVicleanu', tag='1404')",fizz,200160,6,0.5,1.7949,424.5,5.5
"Player(name='Mauros', tag='8272')",caitlyn,207326,9,0.667,3.8182,481.0,6.6
"Player(name='S%C3%A4uron', tag='EUNE')",lux,164252,14,0.5,2.5254,340.2,3.3
"Player(name='Aoi%20Todo', tag='1998')",sett,828040,2,0.5,1.0,324.7,5.1
"Player(name='Iwannakos', tag='EUNE')",diana,66630,6,0.33299999999999996,1.5584,428.2,7.0
"Player(name='POKKY', tag='777')",talon,169384,6,0.16699999999999998,1.6234,441.7,6.5
"Player(name='jack%20kondon', tag='EUNE')",caitlyn,26637,9,0.556,1.7534,402.7,6.5
"Player(name='CzarsonRPK', tag='1312')",karma,11356,7,0.429,1.8358,271.1,1.2
"Player(name='STEVEN%20MINECRAFT', tag='EUNE')",volibear,11630,13,0.6920000000000001,1.6353,527.0,7.9
"Player(name='Not%20SkidZ', tag='EUNE')",lillia,23902,6,0.33299999999999996,3.575,427.0,6.6
"Player(name='Gerchone', tag='EUNE')",yone,17872,1,1.0,6.0,480.9,7.9
"Player(name='ARCTURO', tag='EUNE')",missfortune,54478,1,1.0,4.6,555.1,7.0
"Player(name='Juha%20Bach', tag='EUNE')",milio,2064,2,1.0,4.7,324.1,1.1
"Player(name='Ryzyk0', tag='EUNE')",trundle,4180,2,1.0,3.0833,599.3,7.7
"Player(name='A%CE%A1NHTH%CE%A3%20NIKH%CE%A3', tag='EUNE')",lillia,36474,5,0.6,3.6957,455.8,6.7
"Player(name='CzarMuchyPL', tag='2137')",ahri,431050,11,0.364,1.8788,418.9,6.5
"Player(name='Double%20It', tag='EUNE')",lucian,502076,7,0.7140000000000001,2.0822,475.7,7.9
"Player(name='Juha%20Bach', tag='EUNE')",nami,36542,4,0.5,2.6,291.1,1.0
"Player(name='chriskili', tag='EUNE')",jax,99410,2,0.5,1.8,447.3,6.7
"Player(name='09PaulinkaUwU', tag='ZTR')",leesin,189979,1,0.0,2.8333,374.5,4.3
"Player(name='Hitorii', tag='EUNE')",neeko,67295,14,0.5710000000000001,3.7073,408.7,6.5
"Player(name='PogromcY', tag='EUNE')",aphelios,11241,3,0.33299999999999996,1.7403,504.9,7.4
"Player(name='zoto18', tag='EUNE')",alistar,452985,5,0.4,2.95,286.3,0.7
"Player(name='AGrizzler', tag='1945')",jax,28341,1,0.0,1.6667,383.7,5.1
"Player(name='sanssacyjny', tag='666')",khazix,74979,7,0.28600000000000003,1.6907,444.4,5.3
"Player(name='toxic%20%CF%81olak', tag='JD420')",sylas,12580,1,0.0,3.8333,396.6,4.7
"Player(name='NanTeraNanAtal', tag='EUNE')",jhin,1105864,57,0.614,2.7458,410.8,6.3
"Player(name='BetterCallKrojsz', tag='zaza')",thresh,105622,9,0.444,2.75,292.4,1.1
"Player(name='Canito', tag='EUNE')",mordekaiser,152696,4,1.0,1.3425,363.3,6.2
"Player(name='kura%20d%C5%BCuna', tag='EUNE')",teemo,22428,9,0.778,1.9383,344.6,4.9
"Player(name='Kie%C5%9Blowski', tag='EUNE')",zed,35587,10,0.8,2.3333,456.7,6.9
"Player(name='Double%20It', tag='EUNE')",tristana,630702,13,0.5379999999999999,2.5156,499.0,7.6
"Player(name='Juha%20Bach', tag='EUNE')",leona,151357,7,0.429,2.4531,283.7,1.1
"Player(name='Toskli', tag='EUNE')",gangplank,157628,9,0.556,2.3881,450.3,6.5
"Player(name='%CE%93%CE%BF%CE%BD%CE%AF%CE%B4%CE%B7%CF%82', tag='JGGAP')",diana,58821,1,1.0,2.5,408.6,6.0
"Player(name='Edward', tag='jz60')",fizz,203493,29,0.586,2.6286,482.5,6.0
"Player(name='Double%20It', tag='EUNE')",tristana,630702,13,0.5379999999999999,2.5156,499.0,7.6
"Player(name='Juha%20Bach', tag='EUNE')",leona,151357,7,0.429,2.4531,283.7,1.1
"Player(name='TheArt%20IsMurder', tag='GGFF')",yasuo,114374,2,0.0,0.6,405.3,8.2
"Player(name='BANAKI%20IS%20BACK', tag='EUNE')",viego,128905,14,0.5710000000000001,2.4194,431.5,5.5
"Player(name='John%20Lee', tag='SKG')",katarina,1005054,42,0.643,3.1719,463.7,5.8
"Player(name='shodai', tag='3023')",jhin,57819,4,0.5,4.4211,468.6,7.2
"Player(name='Alysae', tag='EUNE')",morgana,610245,17,0.529,2.3472,313.7,1.6
"Player(name='Boro1na10', tag='EUNE')",fiora,37644,5,0.4,1.3667,410.3,7.2
"Player(name='l%20h8%20brown%20pepul', tag='2137')",jax,21085,1,1.0,2.3333,353.0,5.3
"Player(name='GermanPiggy', tag='pigg')",pantheon,95581,12,0.75,2.381,442.2,5.5
"Player(name='Sihosucra', tag='EUNE')",missfortune,6362,8,0.75,2.3016,470.2,6.9
"Player(name='matteu', tag='9614')",lux,5694,1,1.0,1.5,322.3,2.1
"Player(name='Juha%20Bach', tag='EUNE')",aatrox,22652,1,0.0,0.75,307.1,5.1
"Player(name='Exgraay', tag='EUNE')",xinzhao,23959,2,0.5,3.2353,483.0,5.5
"Player(name='DirtyDiana02', tag='EUNE')",neeko,7287,1,0.0,1.8,409.0,5.3
"Player(name='LazarR', tag='9999')",lucian,81871,13,0.462,2.4559,432.7,5.7
"Player(name='Katharth', tag='EUNE')",janna,618399,21,0.667,4.186,305.0,0.6
"Player(name='Arturo2352', tag='Rengo')",kayle,134413,51,0.569,2.5227,455.8,8.7
"Player(name='eXtatus%20KiFi', tag='EUNE')",jax,53024,8,0.5,3.098,446.2,7.1
"Player(name='Goblin', tag='67890')",yasuo,118715,5,0.4,1.3529,372.1,6.2
"Player(name='Yexarei', tag='1337')",ziggs,13098,3,1.0,3.4444,442.4,6.9
"Player(name='Szczepan232', tag='EUNE')",ashe,23501,2,1.0,2.4444,313.0,1.3
"Player(name='Juha%20Bach', tag='EUNE')",trundle,39832,10,0.5,1.5102,418.6,7.4
"Player(name='LazarR', tag='9999')",graves,78674,3,0.33299999999999996,2.325,405.3,6.7
"Player(name='Luxabi', tag='UwU')",velkoz,904445,1,0.0,1.8,305.2,4.9
"Player(name='GruszkaPoduszka', tag='EUNE')",jhin,104970,11,0.364,3.86,441.4,6.5
"Player(name='Lufury', tag='BTC')",taric,73525,60,0.65,3.0937,297.3,1.2
"Player(name='Juha%20Bach', tag='EUNE')",trundle,39832,10,0.5,1.5102,418.6,7.4
"Player(name='John%20Smith', tag='barca')",masteryi,20899,1,0.0,0.2222,317.9,6.7
"Player(name='Demospin', tag='DWS')",malzahar,11853,2,0.5,1.875,435.8,8.1
"Player(name='Ja%C5%A1a%20Lava', tag='EUNE')",ezreal,92280,3,0.33299999999999996,1.6438,423.1,6.9
"Player(name='LazarR', tag='9999')",twitch,46430,8,0.625,2.7179,428.3,4.0
"Player(name='MrLuksCZE', tag='EUNE')",vladimir,175050,15,0.6,2.9189,392.7,6.7
"Player(name='R%C3%A4lly', tag='AloDa')",jarvaniv,29925,2,1.0,12.5,446.7,7.4
"Player(name='Santinar', tag='EUNE')",varus,182928,4,0.75,4.6226,450.5,6.0
"Player(name='Side%20Character', tag='EUNE')",seraphine,17320,10,0.7,3.8163,376.3,7.1
"Player(name='YaZzz', tag='SWYZ')",senna,31801,10,0.8,4.0,404.7,2.2
"Player(name='Kitakus', tag='1290')",riven,1198300,72,0.569,1.4935,390.1,5.9
"Player(name='CaIlMeDaddy', tag='EUNE')",nunu,71560,42,0.5710000000000001,2.9841,421.6,4.9
"Player(name='MadMatas', tag='6660')",katarina,458331,71,0.5920000000000001,2.8154,457.1,6.0
"Player(name='Gr%C3%ADndelwald', tag='EUNE')",caitlyn,496688,22,0.409,2.0526,437.5,6.5
"Player(name='xShuu', tag='EUNE')",lulu,39019,2,1.0,2.6,309.1,0.8
"Player(name='Juha%20Bach', tag='EUNE')",trundle,39832,10,0.5,1.5102,418.6,7.4
"Player(name='Wolf%20i5%20Beast', tag='EUNE')",warwick,2377630,55,0.527,2.1324,421.9,5.4
"Player(name='aaryuzuq', tag='EUNE')",yasuo,46472,1,0.0,0.6923,411.4,6.8
"Player(name='BigFloppacz', tag='EUNE')",lucian,36529,6,0.5,1.9091,377.6,5.2
"Player(name='Vod%20Kaknockers', tag='EUNE')",swain,93031,102,0.461,2.125,357.8,2.6
"Player(name='StronaG%C5%82%C3%B3wna', tag='EUNE')",tryndamere,27515,4,1.0,3.0,503.1,8.1
"Player(name='TechnoB%C5%82ade', tag='EUNE')",brand,10844,7,0.429,2.0303,386.5,5.7
"Player(name='Z%20ty%C5%82u%20piernik', tag='EUNE')",yone,69314,2,0.5,0.9375,368.8,6.4
"Player(name='Knia%C5%9B', tag='EUNE')",ezreal,177719,20,0.5,2.1765,412.8,7.2
"Player(name='Z%20przodu%20sernik', tag='2137')",karma,57323,4,0.5,5.3478,327.3,1.2
"Player(name='Juha%20Bach', tag='EUNE')",renekton,62048,1,0.0,0.6,290.2,5.8
"Player(name='Tweedy28soft', tag='EUNE')",vi,93366,62,0.5479999999999999,3.1071,439.8,6.4
"Player(name='OggyStejkson', tag='1v9')",vladimir,7130,12,0.583,1.9167,397.9,6.8
"Player(name='BigFloppacz', tag='EUNE')",lucian,36529,6,0.5,1.9091,377.6,5.2
"Player(name='Matesiu', tag='EUNE')",milio,5752,3,0.0,2.0,248.2,1.2
"Player(name='Avalon012', tag='EUNE')",akali,8901,6,0.833,1.9091,432.1,6.5
"Player(name='sKeTwy', tag='1337')",kayn,639384,17,0.47100000000000003,2.8983,447.1,6.4
"Player(name='Gu%C8%9B%C4%83%20underrated', tag='SUGIO')",annie,814065,10,0.5,2.9038,392.4,5.9
"Player(name='%C4%87pam', tag='mefe')",missfortune,63456,50,0.68,2.236,473.1,5.7
"Player(name='r%CF%85cham%20', tag='EUNE')",blitzcrank,27089,10,0.8,4.0233,313.5,1.2
"Player(name='Woker', tag='EUNE')",nasus,13836,1,0.0,0.8333,383.2,7.3
"Player(name='CiCi', tag='EUNE')",nunu,83523,2,0.0,1.7059,314.0,3.9
"Player(name='Juha%20Bach', tag='EUNE')",sylas,10426,1,0.0,1.0,380.9,6.0
"Player(name='Orrick', tag='orcio')",ezreal,315771,8,0.5,3.1356,447.7,6.5
"Player(name='Doiaru', tag='EUNE')",milio,16890,2,0.0,1.125,244.3,0.9
"Player(name='Juha%20Bach', tag='EUNE')",twistedfate,23802,2,0.0,0.8571,357.4,6.0
"Player(name='Iron%20Warrior', tag='EUNE')",graves,19134,3,0.33299999999999996,2.987,465.3,7.1
"Player(name='Woker', tag='EUNE')",gwen,1426,4,0.25,1.7619,376.8,6.2
"Player(name='Shadow%20Fjurer', tag='666')",kaisa,303647,3,0.33299999999999996,3.3333,429.4,6.7
"Player(name='Pablit%C3%B8', tag='EUNE')",leona,247645,37,0.622,4.0,300.6,1.2
"Player(name='SxKzProDog', tag='EUNE')",teemo,278780,6,0.667,2.039,371.4,4.9
