player,champion,mastery,total_games_played,win_rate,kda_ratio,average_gold_per_minute,average_cs_per_minute
"Player(name='Neversion', tag='EUNE')",irelia,70126,9,0.444,1.5,474.5,7.4
"Player(name='R%CE%BFdtang', tag='PELE')",xinzhao,60217,1,0.0,0.8,312.2,4.6
"Player(name='KHRESH', tag='PLFK')",vladimir,3447,1,0.0,1.75,406.1,7.4
"Player(name='XDXDXDDDXXDDDDDD', tag='EUNE')",ashe,34570,16,0.563,2.5063,391.8,5.5
"Player(name='Mioliop', tag='EUNE')",maokai,12998,6,0.833,3.94,302.2,1.0
"Player(name='xHerKoza', tag='EUNE')",yorick,86063,1,1.0,1.2,339.5,6.0
"Player(name='ch%C5%82op%20z%20pola%201%20', tag='EUNE')",ivern,41299,8,0.5,3.5294,383.3,5.3
"Player(name='owipokcam', tag='8380')",orianna,75190,1,1.0,15.0,379.3,6.1
"Player(name='Olinspo', tag='EUNE')",samira,4883,3,0.667,4.9574,563.8,6.8
"Player(name='Mile', tag='9999')",nautilus,37799,5,0.4,2.2439,281.6,1.2
"Player(name='PanEgzorcysta', tag='EUNE')",pantheon,104719,2,0.0,1.0833,307.9,5.0
"Player(name='fenekhere', tag='1337')",viego,32327,6,0.5,2.6027,467.2,5.9
"Player(name='owipokcam', tag='8380')",leblanc,89824,2,0.5,4.25,436.7,4.6
"Player(name='FanGG', tag='EUNE')",ezreal,138583,1,0.0,2.1667,374.8,6.9
"Player(name='Mile', tag='9999')",nautilus,37799,5,0.4,2.2439,281.6,1.2
"Player(name='xHerKoza', tag='EUNE')",rumble,11009,1,1.0,1.4286,314.0,4.4
"Player(name='StillL0w%20', tag='EUNE')",leesin,257271,2,0.5,3.0833,410.8,4.6
"Player(name='Ten1l0rd%20D', tag='EUNE')",twistedfate,367701,27,0.667,2.9831,490.5,6.7
"Player(name='Olinspo', tag='EUNE')",samira,4883,3,0.667,4.9574,563.8,6.8
"Player(name='Noobina', tag='Chibi')",zyra,149699,7,0.857,3.7302,335.1,1.4
"Player(name='Letaarian', tag='EUNE')",camille,1591286,139,0.496,2.5116,390.2,6.1
"Player(name='Pythoni', tag='EUNE')",xinzhao,7510,1,0.0,0.6364,313.8,5.4
"Player(name='BlackeyeWinz', tag='EUNE')",katarina,208262,7,0.429,1.6875,405.0,5.3
"Player(name='G%C3%A5r%C3%9F%C3%A4g%C3%A9%20%C5%9A%C3%ABrv%C3%AAr', tag='EUNE')",caitlyn,49353,1,0.0,1.0,384.2,8.0
"Player(name='AnabolicKafarito', tag='eEUNE')",senna,26886,5,0.2,1.2895,297.0,1.6
"Player(name='misio%20pysio', tag='4953')",drmundo,13948,2,0.5,1.5,412.6,7.2
"Player(name='Savaki', tag='EUNE')",khazix,185217,13,0.6920000000000001,3.1053,476.8,7.0
"Player(name='Free%20Ekko', tag='EKKO')",ekko,654328,44,0.636,3.0517,468.9,6.3
"Player(name='owipokcam', tag='8380')",veigar,62799,1,1.0,5.0,366.2,7.0
"Player(name='Mile', tag='9999')",thresh,176828,3,1.0,9.6957,300.5,1.2
"Player(name='Ernestakws%20ACAB', tag='EUNE')",sett,78753,1,1.0,2.0,411.9,6.6
"Player(name='Baxjonir', tag='EUNE')",diana,32978,37,0.595,2.1944,430.3,6.0
"Player(name='QUADEDREPLUTE', tag='2412')",galio,9734,3,0.33299999999999996,2.3043,348.3,6.4
"Player(name='HFR%20Kraki', tag='EUNE')",varus,131150,3,1.0,5.0,453.9,8.0
"Player(name='Shinter', tag='EUN')",thresh,352155,14,0.5,3.2364,289.6,1.1
"Player(name='Sugus69', tag='EUNE')",mordekaiser,39163,1,0.0,0.0,240.0,4.2
"Player(name='Double%20on%20Eleven', tag='EUNE')",graves,14162,1,0.0,0.0,252.1,4.7
"Player(name='owipokcam', tag='8380')",talon,53968,1,0.0,1.0,330.2,7.5
"Player(name='Jobeey', tag='EUNE')",kaisa,1443,5,0.2,2.2917,436.5,6.7
"Player(name='Mile', tag='9999')",braum,1402,1,0.0,2.0,259.0,1.4
"Player(name='So1aris', tag='7777')",ornn,43539,6,0.667,3.0476,383.0,5.9
"Player(name='MlND%20SETT', tag='EUNE')",zac,26666,9,0.667,3.2958,448.2,5.8
"Player(name='SpecialistNano', tag='KING')",varus,70722,1,0.0,1.375,417.7,6.6
"Player(name='Dessi99', tag='EUNE')",missfortune,918445,31,0.5479999999999999,2.1765,406.1,5.9
"Player(name='MrWolfey', tag='EUNE')",leona,67489,2,0.0,1.4706,286.2,1.2
"Player(name='osrana%20stulejka', tag='rip')",darius,1556,2,0.5,4.1111,569.0,8.1
"Player(name='Nuciek', tag='EUNE')",nocturne,65432,19,0.526,2.3521,375.5,4.9
"Player(name='owipokcam', tag='8380')",malzahar,58359,1,1.0,4.1667,392.1,5.7
"Player(name='Snoooker', tag='EUNE')",ezreal,195280,4,1.0,4.0517,471.1,5.0
"Player(name='Mile', tag='9999')",blitzcrank,10883,2,1.0,6.6667,296.0,1.2
"Player(name='ivkovich', tag='EUNE')",teemo,48940,15,0.6,1.7794,403.1,6.0
"Player(name='Steva', tag='jgl')",udyr,183551,13,0.462,1.973,407.3,5.6
"Player(name='gmaj404x69', tag='9175')",neeko,8044,1,1.0,1.8,421.6,7.5
"Player(name='owipokcam', tag='8380')",ziggs,40754,1,1.0,4.5,383.2,6.9
"Player(name='Mile', tag='9999')",thresh,176828,3,1.0,9.6957,300.5,1.2
"Player(name='gor%C4%85cy%20delfin0', tag='EUNE')",sion,10503,1,0.0,3.3333,359.7,6.6
"Player(name='Solar%20Dream', tag='EUNE')",fiddlesticks,47299,21,0.5710000000000001,3.2222,409.3,5.6
"Player(name='simpolek2115', tag='EUNE1')",malphite,25820,4,0.5,3.3721,329.9,4.7
"Player(name='MudaVor', tag='EUNE')",kaisa,658459,13,0.5379999999999999,1.9529,455.2,6.6
"Player(name='Letaarian', tag='EUNE')",camille,1591286,139,0.496,2.5116,390.2,6.1
"Player(name='KILERELITE83', tag='EUNE')",malphite,70312,8,0.625,2.5818,384.0,6.3
"Player(name='Mile', tag='9999')",poppy,11381,1,0.0,2.0,311.5,4.2
"Player(name='M%C5%99%20Pizza', tag='EUNE')",fizz,43656,7,0.857,2.6164,444.1,4.4
"Player(name='owipokcam', tag='8380')",lucian,35361,1,0.0,1.5,338.5,6.4
"Player(name='Kebabelain001', tag='EUNE')",velkoz,24616,5,0.6,1.475,286.5,1.1
"Player(name='DESPA1R', tag='XDXD')",garen,93884,2,1.0,2.8,450.4,5.9
"Player(name='Quarath', tag='EUNE')",vi,4044,1,1.0,7.0,457.0,7.9
"Player(name='UncleLollipop', tag='1111')",ahri,66319,2,0.5,1.1667,383.2,5.4
"Player(name='Mlgon', tag='EUNE')",kaisa,30777,23,0.391,3.5333,414.7,6.1
"Player(name='gravso', tag='EUNE')",shaco,52270,47,0.447,2.3485,339.0,3.1
"Player(name='Lil%20Peep', tag='2137')",kayle,17582,7,0.857,1.6076,471.0,8.0
"Player(name='IceTeeaa', tag='fresh')",shyvana,78202,11,0.727,1.7625,429.1,6.6
"Player(name='owipokcam', tag='8380')",lissandra,93886,3,0.667,4.2,419.7,5.9
"Player(name='NCoconutN', tag='NCoco')",nilah,1156,1,1.0,0.9231,379.6,5.0
"Player(name='Mile', tag='9999')",leona,19831,2,1.0,3.5333,309.5,1.0
"Player(name='HailstormV', tag='EUNE')",ornn,45632,6,0.16699999999999998,2.4444,383.9,7.1
"Player(name='Trajkotek%20RPK', tag='EUNE')",kayn,80134,2,0.0,2.2727,494.5,7.7
"Player(name='trinta10', tag='EUNE')",zed,407006,21,0.429,3.85,424.0,6.2
"Player(name='GutJungler2115', tag='EUNE')",ezreal,42771,2,0.5,3.7692,415.2,4.9
"Player(name='S9%20RNK%202', tag='EUNE')",morgana,5973,1,0.0,2.5833,384.8,1.3
"Player(name='BaToN1910', tag='EUNE')",trundle,5870,7,0.7140000000000001,2.3137,463.7,6.7
"Player(name='Tomcio922', tag='Ksop')",lillia,36425,14,0.5,3.8158,378.2,5.9
"Player(name='Xeresky', tag='EUNE')",malzahar,56872,1,1.0,10.0,400.6,9.0
"Player(name='owipokcam', tag='8380')",velkoz,86470,1,1.0,5.0,351.5,5.2
"Player(name='Mile', tag='9999')",rakan,44773,4,1.0,4.9535,306.8,0.9
"Player(name='GESTAPO%20FIGHTER', tag='EUNE')",garen,207633,4,0.5,1.0462,370.5,6.7
"Player(name='I%20lincu%20I', tag='EUNE')",xinzhao,33696,5,0.6,3.8421,443.0,6.9
"Player(name='pro%20des%20sage%20vfx', tag='des')",katarina,13291,1,0.0,1.0,317.3,6.4
"Player(name='%C3%90aNs3%20MaCaBr3', tag='EUNE')",missfortune,29815,11,0.455,3.0862,421.3,6.3
"Player(name='aecgmxg', tag='EUNE')",blitzcrank,3548,1,0.0,0.625,249.3,0.6
"Player(name='essownikessy', tag='2137')",renekton,201,1,0.0,1.5,457.7,7.2
"Player(name='CILIVOJE', tag='EUNE')",hecarim,116602,6,0.667,3.9787,484.1,7.8
"Player(name='L4%20COCO', tag='ZAZA')",yone,50730,56,0.5539999999999999,1.5269,482.8,7.6
"Player(name='F%C3%B9zz', tag='EUNE')",vayne,966818,4,0.75,3.0167,527.6,7.5
"Player(name='Mapinezu', tag='EUNE')",blitzcrank,266919,1,0.0,1.5455,271.5,0.7
"Player(name='Hy%20Im%20Zedster', tag='EUNE')",fiora,74149,1,1.0,2.2,411.3,7.6
"Player(name='Tit%C3%A1n3', tag='EUNE')",lillia,17397,4,0.75,3.3793,454.8,6.1
"Player(name='owipokcam', tag='8380')",leblanc,89824,2,0.5,4.25,436.7,4.6
"Player(name='Infinity', tag='9090')",caitlyn,51561,11,0.545,2.1529,467.3,6.5
"Player(name='Mile', tag='9999')",nautilus,37799,5,0.4,2.2439,281.6,1.2
"Player(name='Nacist', tag='juice')",sion,93051,1,1.0,2.5556,478.5,7.8
"Player(name='ronaldinho', tag='0324')",karthus,31689,4,0.75,3.0714,453.5,7.2
"Player(name='Pequre', tag='CW3L')",leblanc,18375,1,1.0,2.1818,359.1,5.5
"Player(name='Kogownene', tag='EUNE')",xayah,19135,2,0.5,2.3,455.7,6.2
"Player(name='BMW%20M4%20CSL%20800HP', tag='1312')",rakan,29460,8,0.625,4.2391,295.6,1.1
"Player(name='Wiktorek2013', tag='sigm')",garen,58225,16,0.43799999999999994,2.561,400.9,6.8
"Player(name='zdzichubatman', tag='EUNE')",rumble,267717,2,0.5,2.0625,402.1,5.7
"Player(name='WITCZ4K', tag='EUNE')",graves,3940,2,0.5,2.5,450.5,6.2
"Player(name='MASTER', tag='AXA')",lux,466220,4,0.25,2.5091,377.4,3.9
"Player(name='Woody', tag='FF15')",samira,40263,2,0.0,1.1053,431.0,6.7
"Player(name='KAJT0S', tag='EUNE')",nautilus,645850,7,0.7140000000000001,3.32,298.4,0.9
"Player(name='Majlovsky', tag='EUNE')",gnar,55784,1,1.0,1.375,479.2,6.9
"Player(name='CSGO2', tag='EUNE')",rengar,137616,33,0.545,2.2174,468.7,6.9
"Player(name='Uminas', tag='EUNE')",hwei,4378,1,1.0,1.5556,290.0,3.0
"Player(name='Jaroushekk', tag='EUNE')",missfortune,26731,12,0.75,2.4179,460.9,6.9
"Player(name='Goth%20Girl%20Lover', tag='XXXX')",morgana,115393,23,0.826,3.8913,320.6,1.2
"Player(name='PapaWasIstLos', tag='SIGMA')",aatrox,10724,5,0.4,1.6316,384.2,5.5
"Player(name='MrMIg21mf', tag='EUNE')",teemo,85083,2,0.5,2.2857,361.8,6.3
"Player(name='Inspector%20Gibert', tag='1111')",neeko,52301,12,0.583,3.04,409.9,6.4
"Player(name='nie%20mog%C5%82em', tag='zirte')",jhin,120775,1,0.0,4.3333,404.8,6.5
"Player(name='Leci', tag='CZE')",janna,641099,25,0.68,4.8947,286.9,1.0
"Player(name='zdzichubatman', tag='EUNE')",sion,28513,1,1.0,15.0,397.3,5.5
"Player(name='Paprika8', tag='EUNE')",brand,87491,10,0.3,1.8947,392.4,6.2
"Player(name='szybkiyeti13', tag='TooEz')",talon,28014,1,1.0,2.1667,416.6,6.6
"Player(name='Meffiahnafide', tag='EUNE')",lucian,18472,19,0.737,2.5882,496.3,7.4
"Player(name='CWL%20Patryk%20', tag='EUNE')",milio,41889,44,0.568,3.3818,294.9,0.9
"Player(name='zdzichubatman', tag='EUNE')",rumble,267717,2,0.5,2.0625,402.1,5.7
"Player(name='mlody4lca', tag='EUNE')",viego,174709,24,0.75,2.5091,424.1,6.6
"Player(name='H3isenbergg', tag='EUNE')",galio,8139,5,0.4,2.4138,399.1,5.2
"Player(name='Meffiahnafide', tag='EUNE')",lucian,18472,19,0.737,2.5882,496.3,7.4
"Player(name='CWL%20Patryk%20', tag='EUNE')",milio,41889,44,0.568,3.3818,294.9,0.9
"Player(name='OPAP%20PowerSpin', tag='EUNE')",irelia,115012,15,0.733,1.6596,505.8,7.4
"Player(name='HolyOlcio', tag='EUNE')",evelynn,183023,7,0.429,2.2,459.3,5.4
"Player(name='Alinet221', tag='EUNE')",taliyah,149021,23,0.522,2.3594,447.1,7.7
"Player(name='ecc%CE%BF2k', tag='DRAIN')",twitch,135454,22,0.5,2.1512,437.1,5.5
"Player(name='The%20boneless', tag='Flgon')",brand,7347,11,0.545,2.026,381.0,4.4
"Player(name='DtheGoat', tag='UPO')",jax,34273,2,1.0,2.3333,436.9,6.0
"Player(name='LOLDavid9', tag='EUNE')",fiora,109844,6,0.5,1.0625,498.2,7.6
"Player(name='themce', tag='EUNE')",gwen,11217,9,0.556,2.5106,410.1,6.4
"Player(name='W%CE%B1nted', tag='EUNE')",graves,34975,19,0.579,2.0588,444.7,6.3
"Player(name='Norbur', tag='EUNE')",fizz,112437,38,0.5,2.6774,468.2,5.6
"Player(name='Holdma%20Cawk', tag='Bish')",missfortune,10531,13,0.6920000000000001,3.1228,477.5,7.0
"Player(name='ShadowHeavan', tag='EUNE')",rell,839921,170,0.588,3.2857,293.8,0.8
"Player(name='Layoners', tag='EUNE')",fiora,16104,1,1.0,1.3333,322.5,5.3
"Player(name='Flafi805', tag='EUNE')",shaco,126032,20,0.7,3.6667,478.9,5.9
"Player(name='13MyLuckyNumber', tag='EUNE')",camille,120572,7,0.5710000000000001,2.6094,448.6,6.6
"Player(name='Melissa', tag='EUNE')",jinx,6776197,70,0.5429999999999999,2.2388,457.1,7.6
"Player(name='terezik', tag='2111')",thresh,37715,14,0.643,3.3725,280.6,1.0
"Player(name='Gluciorz', tag='ZAC')",zac,497823,48,0.667,4.225,428.3,6.1
"Player(name='mans%20on%20league', tag='EUNE')",maokai,28441,41,0.634,3.9744,383.8,5.8
"Player(name='giupiowyszio', tag='EUNE')",veigar,24352,1,0.0,2.2222,396.4,5.6
"Player(name='Sk337', tag='6969')",yasuo,447429,53,0.5660000000000001,2.6111,454.6,7.6
"Player(name='Siemomys%C5%8269', tag='EUNE')",bard,11629,12,0.583,4.0169,358.3,0.7
"Player(name='Layoners', tag='EUNE')",darius,895279,26,0.654,3.1351,408.0,6.0
"Player(name='Flafi805', tag='EUNE')",rammus,16993,4,1.0,4.6744,380.0,4.6
"Player(name='WakaWakaEeeeEeee', tag='EUNE')",syndra,160913,16,0.375,1.7051,411.5,5.9
"Player(name='ChwasTu', tag='GOD')",vayne,150412,5,0.6,2.5,510.7,6.4
"Player(name='d%C3%ADshw%CE%B1sher', tag='EUNE')",lulu,240681,23,0.7829999999999999,4.2093,293.6,1.0
"Player(name='Layoners', tag='EUNE')",drmundo,29299,4,0.75,1.7241,354.4,5.3
"Player(name='Flafi805', tag='EUNE')",shaco,126032,20,0.7,3.6667,478.9,5.9
"Player(name='Sk1372', tag='EUNE')",hwei,29389,25,0.44,2.7797,415.8,6.7
"Player(name='Frixos%20', tag='EUNE')",samira,553863,36,0.528,2.093,500.4,7.1
"Player(name='WakaWakaEeeeEeee', tag='EUNE')",zyra,48356,14,0.7140000000000001,2.0278,364.9,1.8
"Player(name='KajtiG4', tag='EUNE')",yone,77900,3,0.33299999999999996,1.4138,397.2,6.4
"Player(name='M%C5%82odyPiesPL', tag='EUNE')",talon,207032,22,0.545,2.8657,519.5,7.8
"Player(name='Layoners', tag='EUNE')",garen,49859,1,0.0,3.5,445.5,4.9
"Player(name='Flafi805', tag='EUNE')",shaco,126032,20,0.7,3.6667,478.9,5.9
"Player(name='%CE%9FVERDOS%CE%95', tag='EUNE')",sylas,88312,6,0.33299999999999996,1.0909,345.3,4.6
"Player(name='56135613', tag='123')",samira,115852,4,0.25,1.6857,394.4,6.1
"Player(name='Kiratft', tag='EUNE')",karma,219981,85,0.5529999999999999,3.0333,323.5,1.7
"Player(name='Art%20The%20Riven', tag='1337')",riven,39471,11,0.818,3.1429,469.3,6.3
"Player(name='surdakkkkkv', tag='1111')",xinzhao,8123,2,0.5,0.6875,315.4,5.0
"Player(name='Taste%20My%20Yasuo', tag='5555')",yasuo,993180,19,0.684,2.0,476.6,7.4
"Player(name='CUZMIN', tag='EUNE')",draven,2599,3,0.667,2.7313,700.5,7.9
"Player(name='andreeavdd', tag='sefa')",nami,226276,58,0.638,3.5738,341.0,0.7
"Player(name='Layoners', tag='EUNE')",darius,895279,26,0.654,3.1351,408.0,6.0
"Player(name='Flafi805', tag='EUNE')",shaco,126032,20,0.7,3.6667,478.9,5.9
"Player(name='FaceLesss', tag='EUNE')",katarina,269413,1,1.0,2.0,323.5,6.2
"Player(name='Proxorovsky', tag='EUNE')",tristana,31049,11,0.818,2.9362,487.5,6.7
"Player(name='SupportMa%C3%ADn', tag='EUNE')",taric,65554,26,0.6920000000000001,3.4182,334.2,1.6
"Player(name='me%20think', tag='hmmm')",aatrox,236635,53,0.509,2.1231,415.6,6.4
"Player(name='abdo96x', tag='EUNE')",evelynn,0,1,0.0,0.0,235.7,2.8
"Player(name='1metroboomin1', tag='EUNE')",pantheon,3882,2,0.5,1.8571,354.2,5.2
"Player(name='gazoci%C4%85g', tag='997')",kaisa,325057,4,0.75,3.6222,461.2,6.4
"Player(name='Sinaqs', tag='EUNE')",hwei,40868,28,0.536,2.5429,331.9,1.5
"Player(name='Layoners', tag='EUNE')",drmundo,29299,4,0.75,1.7241,354.4,5.3
"Player(name='Flafi805', tag='EUNE')",rammus,16993,4,1.0,4.6744,380.0,4.6
"Player(name='OduKing', tag='EUNE')",akali,17448,2,1.0,2.1765,457.9,4.7
"Player(name='Proxorovsky', tag='EUNE')",tristana,31049,11,0.818,2.9362,487.5,6.7
"Player(name='SupportMa%C3%ADn', tag='EUNE')",taric,65554,26,0.6920000000000001,3.4182,334.2,1.6
"Player(name='Drunkin%20Blade%20', tag='EUNE')",aatrox,514158,43,0.419,2.1132,363.1,5.6
"Player(name='xxyone42069xx', tag='EUNE')",shaco,13255,2,0.0,2.0,354.0,4.4
"Player(name='xxxmomloverxxx69', tag='8459')",veigar,145346,9,0.444,2.5577,436.1,6.9
"Player(name='CallDoctorJinx', tag='HIRB')",jhin,555887,21,0.667,2.7077,441.0,6.1
"Player(name='Mahandra', tag='STAR')",senna,55586,4,0.5,2.3059,358.4,1.1
"Player(name='Layoners', tag='EUNE')",ornn,28564,3,0.667,3.0299,391.0,5.5
"Player(name='Flafi805', tag='EUNE')",shaco,126032,20,0.7,3.6667,478.9,5.9
"Player(name='Rozdra%C5%BCewEnjoyer', tag='EUNE')",katarina,115089,15,0.667,1.931,431.9,4.8
"Player(name='Magila97', tag='EUNE')",vayne,169917,5,0.8,1.875,441.9,5.9
"Player(name='Katharth', tag='EUNE')",janna,618399,21,0.667,4.186,305.0,0.6
"Player(name='Barto420', tag='EUNE')",karma,10592,11,0.364,2.5789,357.4,5.2
"Player(name='DebiI2', tag='EUNE')",gragas,365412,15,0.33299999999999996,2.5538,376.0,5.1
"Player(name='mariusz9q', tag='EUNE')",zed,719296,13,0.462,1.8588,421.9,5.5
"Player(name='Thankara', tag='EUNE')",ezreal,606510,19,0.526,2.3898,412.3,6.8
"Player(name='arturkoks', tag='EUNE')",pantheon,11935,1,0.0,0.8235,313.4,1.9
"Player(name='XDXDXXXDDXDDDD', tag='EUNE')",jax,55826,1,0.0,0.8,332.3,5.0
"Player(name='NIE%20CZUJE%20B%C3%93LU', tag='71234')",graves,63097,1,0.0,0.625,323.4,5.8
"Player(name='SynS%C4%85siadki', tag='2179')",akshan,40330,27,0.259,1.6835,445.8,6.1
"Player(name='Dansku14', tag='EUNE')",missfortune,94394,8,0.5,3.3,470.9,6.5
"Player(name='Paroni', tag='EUNE')",morgana,69611,1,0.0,1.5714,270.9,1.1
"Player(name='Layoners', tag='EUNE')",drmundo,29299,4,0.75,1.7241,354.4,5.3
"Player(name='Flafi805', tag='EUNE')",rammus,16993,4,1.0,4.6744,380.0,4.6
"Player(name='CluelessClown', tag='EUNE')",vladimir,16505,7,0.7140000000000001,3.122,397.2,6.6
"Player(name='Qbss', tag='Jinx')",jhin,308759,7,0.7140000000000001,4.4286,449.7,6.1
"Player(name='StHauer', tag='DUUH')",nami,105310,3,1.0,4.5088,347.9,2.1
"Player(name='Layoners', tag='EUNE')",darius,895279,26,0.654,3.1351,408.0,6.0
"Player(name='Flafi805', tag='EUNE')",shaco,126032,20,0.7,3.6667,478.9,5.9
"Player(name='fillefalan69', tag='EUNE')",vladimir,193094,40,0.625,4.0,452.0,7.8
"Player(name='Kosytek', tag='EUNE')",missfortune,87227,5,0.6,2.4103,511.0,7.5
"Player(name='StHauer', tag='DUUH')",blitzcrank,26641,1,0.0,1.5385,315.3,0.4
"Player(name='D0mest0s', tag='EUNE')",zac,21627,4,0.75,2.7907,329.6,5.1
"Player(name='Shere%20Khan', tag='000')",rengar,810473,31,0.581,2.9333,502.0,7.1
"Player(name='KennedyWalsh', tag='EUNE')",katarina,330147,19,0.474,2.5385,458.4,5.7
"Player(name='Fraggesteinn', tag='EUNE')",samira,40814,10,0.8,1.6752,491.9,6.2
"Player(name='L%CE%B1tin%CE%B1', tag='1914')",bard,8544,4,1.0,2.8421,340.5,1.1
"Player(name='Kikkah', tag='EUNE')",vayne,35228,2,0.0,1.0625,413.7,5.7
"Player(name='Mr%20Sum', tag='1939')",viego,75610,5,0.4,1.587,378.6,5.6
"Player(name='Skodifex', tag='EUNE')",galio,27182,1,0.0,1.7143,430.9,5.9
"Player(name='SSW%20MadMan', tag='kuche')",ashe,85480,9,0.556,1.8395,424.3,6.9
"Player(name='Gram%20Briar', tag='EUNE')",karma,21932,5,0.4,2.075,331.0,2.6
"Player(name='Layoners', tag='EUNE')",darius,895279,26,0.654,3.1351,408.0,6.0
"Player(name='Flafi805', tag='EUNE')",shaco,126032,20,0.7,3.6667,478.9,5.9
"Player(name='T%C3%A5iwanIsACountry', tag='EUNE')",corki,8391,1,1.0,1.7143,414.3,7.3
"Player(name='DajRedo', tag='EUNE')",twistedfate,27844,1,1.0,2.0,362.6,3.8
"Player(name='El%20Chvpacabra', tag='EUNE')",lux,74661,5,0.6,2.4286,388.5,2.2
"Player(name='Layoners', tag='EUNE')",darius,895279,26,0.654,3.1351,408.0,6.0
"Player(name='Flafi805', tag='EUNE')",shaco,126032,20,0.7,3.6667,478.9,5.9
"Player(name='Mrs%20D%CE%B1r%CE%BA%C5%88%CE%B5ss', tag='UwU')",fizz,51247,3,1.0,4.5283,575.0,6.4
"Player(name='KrajanQaa', tag='EUNE')",vayne,65244,21,0.667,2.0476,395.7,5.6
"Player(name='BibbIe', tag='fairy')",nami,114197,47,0.511,3.3559,300.7,1.1
"Player(name='Xsarde', tag='12003')",zac,11040,1,0.0,0.9,294.4,4.9
"Player(name='Layoners', tag='EUNE')",darius,895279,26,0.654,3.1351,408.0,6.0
"Player(name='Flafi805', tag='EUNE')",shaco,126032,20,0.7,3.6667,478.9,5.9
"Player(name='TIMOX', tag='EUNE')",sylas,187675,8,0.625,3.54,407.7,5.5
"Player(name='Urseaaa', tag='7631')",vayne,118636,44,0.682,2.52,475.3,5.7
"Player(name='Ayame%20Tsubaki', tag='Frog')",soraka,465925,30,0.667,3.717,285.4,0.9
"Player(name='%C4%8ColaDijabola', tag='EUNE')",drmundo,301981,45,0.556,2.45,413.9,6.7
"Player(name='Panioto', tag='2022')",malphite,7957,1,0.0,2.1667,316.1,4.9
"Player(name='Novaronus', tag='123')",akshan,319986,27,0.667,2.9836,478.1,6.3
"Player(name='dxv', tag='0000')",missfortune,31246,1,0.0,1.3333,428.6,6.5
"Player(name='Bazaar%20Bargain', tag='kona')",leona,49221,9,0.556,4.8478,306.0,1.1
"Player(name='shizzzer', tag='2301')",vayne,3892,1,1.0,0.8,403.3,6.4
"Player(name='Je%C5%BAdziec%20Pana%20R', tag='RUMAK')",skarner,43968,1,1.0,2.2,365.6,5.2
"Player(name='Mighty%20Encore', tag='2137')",seraphine,883351,43,0.535,3.6957,403.1,6.5
"Player(name='Jetts', tag='1111')",nilah,25105,6,0.33299999999999996,2.1467,438.8,6.4
"Player(name='NoPainNoFun99', tag='EUNE')",maokai,3980,2,0.5,2.0,268.0,1.2
"Player(name='Layoners', tag='EUNE')",darius,895279,26,0.654,3.1351,408.0,6.0
"Player(name='Flafi805', tag='EUNE')",shaco,126032,20,0.7,3.6667,478.9,5.9
"Player(name='KIVI%20Gibson', tag='EUNE')",ekko,34391,2,0.5,2.8571,356.3,5.2
"Player(name='Zivir', tag='cigos')",draven,24879,1,0.0,1.2222,384.4,6.5
"Player(name='budhamelda', tag='EUNE')",senna,3452,5,0.6,4.3462,391.5,2.1
"Player(name='mmg', tag='3164')",camille,92516,9,0.33299999999999996,2.2239,411.7,6.1
"Player(name='I%20LoveCheeseCake', tag='EUNE')",zed,2274350,41,0.634,3.1887,454.0,6.3
"Player(name='josef%20%20enjoyer', tag='EUNE')",pantheon,12739,1,0.0,1.375,363.4,5.1
"Player(name='cmq', tag='420')",caitlyn,115061,15,0.6,3.4167,461.2,7.3
"Player(name='amrh', tag='EUNE')",karma,51721,2,0.5,2.4667,282.1,0.9
"Player(name='Layoners', tag='EUNE')",darius,895279,26,0.654,3.1351,408.0,6.0
"Player(name='Flafi805', tag='EUNE')",shaco,126032,20,0.7,3.6667,478.9,5.9
"Player(name='Smurfed1', tag='EUNE')",akali,19762,1,1.0,0.5,310.9,5.3
"Player(name='Mangalia', tag='EUNE')",missfortune,53260,17,0.765,2.1519,473.3,6.2
"Player(name='CYbord', tag='EUNE')",leona,520087,45,0.6890000000000001,3.5962,305.2,1.2
"Player(name='Mind%20of%20Shisui', tag='EUNE')",urgot,151856,25,0.64,2.8621,448.5,6.6
"Player(name='trabant565', tag='EUNE')",yone,27778,1,1.0,6.0,374.2,6.1
"Player(name='iGuan%20jng', tag='EUNE')",nocturne,20621,2,1.0,2.75,445.8,6.6
"Player(name='Sv%C4%9Btlo%C4%8Cmajz', tag='EUNE')",xerath,630599,8,0.875,4.5814,463.2,6.4
"Player(name='%20Lasha%20Lc', tag='EUNE')",jhin,865740,40,0.7,3.5714,426.9,6.2
"Player(name='Queen%20Bee9', tag='EUNE')",yuumi,62943,32,0.469,4.5,289.9,0.8
"Player(name='Mr%20Fantastic', tag='9140')",vayne,17738,6,0.667,1.9048,424.4,6.0
"Player(name='Nestey187', tag='EUNE')",xinzhao,50648,4,0.25,1.9853,415.8,6.4
"Player(name='Obozowy%20piecowy', tag='ESSA')",anivia,8279,11,0.545,2.1935,322.6,4.6
"Player(name='KitaFox', tag='FOX')",sona,421057,8,0.5,4.4167,335.9,3.1
"Player(name='CzarnyMedyk', tag='2115')",nami,12536,6,0.667,3.4444,297.5,1.8
"Player(name='Dudeu%C3%9F', tag='EUNE')",tahmkench,16315,13,0.615,3.8421,402.6,6.1
"Player(name='Gradius', tag='EUNE')",sejuani,3184172,49,0.469,2.8065,356.6,4.7
